01	Diamond Sūtra 金剛般若波羅蜜經	file	Chinese	Traditional	Sūtra	corpus_entry.php?uri=diamond-sutra-taisho.md	Taishō Tripiṭaka	如是我聞	真言	diamond-sutra-taisho.txt	Kumārajīva	Vol. 8, No. 235	Prajnaparamita	334－413	diamond-sutra-taisho-tagged.txt	diamond-sutra-taisho-analysis.md	diamond-sutra-taisho-gloss.html	\N	Full Chinese and English text of the Sūtra based on the translation by Kumārajīva.
02	Diamond Sūtra Introduction to Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-intro-gloss.html&html=true	Taishō Tripiṭaka	般若	\N	diamond-sutra-commentary-intro.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-intro-gloss.html	\N	Introduction to commentary on the Diamond Sūtra
03	Diamond Sūtra Chapter 1 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch1-gloss.html&html=true	Taishō Tripiṭaka	法會因由	\N	diamond-sutra-commentary-ch1.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch1-gloss.html	\N	The convocation of the assembly 法會因由
04	Diamond Sūtra Chapter 2 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch2-gloss.html&html=true	Taishō Tripiṭaka	善現啟請	\N	diamond-sutra-commentary-ch2.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch2-gloss.html	\N	Subhuti Makes a Request 善現啟請
05	Diamond Sūtra Chapter 3 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch3-gloss.html&html=true	Taishō Tripiṭaka	大乘正宗	\N	diamond-sutra-commentary-ch3.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch3-gloss.html	\N	The true way of the Great Vehicle 大乘正宗
06	Diamond Sūtra Chapter 4 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch4-gloss.html&html=true	Taishō Tripiṭaka	妙行無住分	\N	diamond-sutra-commentary-ch4.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch4-gloss.html	\N	The wondrous practice of non-abiding 妙行無住分
07	Diamond Sūtra Chapter 5 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch5-gloss.html&html=true	Taishō Tripiṭaka	如理實見分	\N	diamond-sutra-commentary-ch5.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch5-gloss.html	\N	The principle of true perception 如理實見分
08	Diamond Sūtra Chapter 6 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch6-gloss.html&html=true	Taishō Tripiṭaka	正信希有分	\N	diamond-sutra-commentary-ch6.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch6-gloss.html	\N	The rarity of true belief 正信希有分
09	Diamond Sūtra Chapter 7 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch7-gloss.html&html=true	Taishō Tripiṭaka	無得無說分	\N	diamond-sutra-commentary-ch7.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch7-gloss.html	\N	No obtaining, no expounding 無得無說分
10	Diamond Sūtra Chapter 8 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch8-gloss.html&html=true	Taishō Tripiṭaka	依法出生分	\N	diamond-sutra-commentary-ch8.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch8-gloss.html	\N	Emerging from the Dharma 依法出生分
11	Diamond Sūtra Chapter 9 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch9-gloss.html&html=true	Taishō Tripiṭaka	一相無相分	\N	diamond-sutra-commentary-ch9.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch9-gloss.html	\N	The appearance without appearance 一相無相分
12	Diamond Sūtra Chapter 10 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch10-gloss.html&html=true	Taishō Tripiṭaka	莊嚴淨土分	\N	diamond-sutra-commentary-ch10.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch10-gloss.html	\N	The adornment of pure lands 莊嚴淨土分
13	Diamond Sūtra Chapter 11 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch11-gloss.html&html=true	Taishō Tripiṭaka	無為福勝分	\N	diamond-sutra-commentary-ch11.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch11-gloss.html	\N	Unconditioned merits surpass all 無為福勝分
14	Diamond Sūtra Chapter 12 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch12-gloss.html&html=true	Taishō Tripiṭaka	尊重正教分	\N	diamond-sutra-commentary-ch12.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch12-gloss.html	\N	Venerating the true teachings 尊重正教分
15	Diamond Sūtra Chapter 13 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch13-gloss.html&html=true	Taishō Tripiṭaka	如法受持分	\N	diamond-sutra-commentary-ch13.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch13-gloss.html	\N	Receiving and maintaining the Dharma 如法受持分
16	Diamond Sūtra Chapter 14 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch14-gloss.html&html=true	Taishō Tripiṭaka	離相寂滅分	\N	diamond-sutra-commentary-ch14.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch14-gloss.html	\N	Leaving appearances: Nirvāṇa 離相寂滅分
17	Diamond Sūtra Chapter 15 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch15-gloss.html&html=true	Taishō Tripiṭaka	持經功德分	\N	diamond-sutra-commentary-ch15.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch15-gloss.html	\N	The merits of maintaining this sūtra 持經功德分
18	Diamond Sūtra Chapter 16 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch16-gloss.html&html=true	Taishō Tripiṭaka	能淨業障分	\N	diamond-sutra-commentary-ch16.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch16-gloss.html	\N	Able to purify obstructions 能淨業障分
19	Diamond Sūtra Chapter 17 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch17-gloss.html&html=true	Taishō Tripiṭaka	究竟無我分	\N	diamond-sutra-commentary-ch17.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch17-gloss.html	\N	Ultimately without self 究竟無我分
20	Diamond Sūtra Chapter 18 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch18-gloss.html&html=true	Taishō Tripiṭaka	一體同觀分	\N	diamond-sutra-commentary-ch18.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch18-gloss.html	\N	Of a single unified perception 一體同觀分
21	Diamond Sūtra Chapter 19 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch19-gloss.html&html=true	Taishō Tripiṭaka	法界通分分	\N	diamond-sutra-commentary-ch19.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch19-gloss.html	\N	Pervading the Dharma Realm 法界通分分
22	Diamond Sūtra Chapter 20 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch20-gloss.html&html=true	Taishō Tripiṭaka	離色離相分	\N	diamond-sutra-commentary-ch20.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch20-gloss.html	\N	Leaving form, leaving appearance 離色離相分
23	Diamond Sūtra Chapter 21 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch21-gloss.html&html=true	Taishō Tripiṭaka	非說所說分	\N	diamond-sutra-commentary-ch21.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch21-gloss.html	\N	No speaking, no dharma to speak 非說所說分
24	Diamond Sūtra Chapter 22 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch22-gloss.html&html=true	Taishō Tripiṭaka	無法可得分	\N	diamond-sutra-commentary-ch22.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch22-gloss.html	\N	 No dharmas may be grasped 無法可得分
25	Diamond Sūtra Chapter 23 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch23-gloss.html&html=true	Taishō Tripiṭaka	淨心行善分	\N	diamond-sutra-commentary-ch23.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch23-gloss.html	\N	The virtuous practice of a pure mind 淨心行善分
